clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,income_category_min,income_category_max
721022433,Existing Customer,44,M,2,Doctorate,Single,Blue,36,5,1,2,7577.0,2480,5097.0,0.435,1409,35,0.167,0.327,60000,60000
715952883,Existing Customer,73,M,0,High School,Married,Blue,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252,40000,40000
772390908,Attrited Customer,59,M,0,High School,Single,Blue,48,2,4,3,3616.0,1054,2562.0,0.616,687,17,0.545,0.291,40000,40000
787348608,Existing Customer,70,M,0,High School,Married,Blue,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46,0,40000
709485033,Existing Customer,55,F,2,High School,Married,Blue,36,4,3,3,2358.0,1152,1206.0,0.969,1737,26,1.6,0.489,0,40000
715432608,Existing Customer,43,M,4,Unknown,Single,Blue,36,4,1,0,22322.0,953,21369.0,0.769,1348,34,1.125,0.043,60000,60000
714187533,Existing Customer,45,F,2,Uneducated,Single,Blue,35,2,3,0,3540.0,849,2691.0,0.456,1321,28,0.75,0.24,40000,40000
779656908,Existing Customer,40,M,1,Graduate,Married,Blue,23,6,3,2,6990.0,1378,5612.0,0.73,1479,29,0.611,0.197,40000,40000
778867533,Attrited Customer,59,F,0,Post-Graduate,Married,Blue,40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0.0,40000,40000
710620383,Existing Customer,43,M,4,Unknown,Married,Blue,35,6,3,2,24396.0,1171,23225.0,0.655,965,17,1.125,0.048,60000,60000
778661358,Existing Customer,46,F,1,Unknown,Married,Blue,36,2,3,2,2474.0,2143,331.0,1.53,1541,40,1.0,0.866,0,40000
789483333,Existing Customer,41,M,2,Uneducated,Married,Blue,32,5,1,3,5214.0,795,4419.0,0.707,1258,23,1.3,0.152,40000,40000
809855808,Existing Customer,51,F,2,Graduate,Married,Blue,46,5,2,2,5207.0,1650,3557.0,0.708,1339,20,0.538,0.317,0,40000
771809733,Attrited Customer,64,F,0,High School,Married,Blue,53,1,3,3,3353.0,0,3353.0,1.021,960,18,0.385,0.0,40000,40000
719942883,Existing Customer,54,M,5,Graduate,Married,Blue,38,3,3,3,2290.0,1434,856.0,0.923,1119,18,3.5,0.626,60000,60000
807226683,Existing Customer,48,M,3,Unknown,Single,Blue,43,6,1,3,5279.0,1115,4164.0,0.549,1642,41,0.519,0.211,40000,40000
717806133,Existing Customer,40,M,2,Uneducated,Divorced,Blue,29,5,3,0,23603.0,0,23603.0,0.795,1382,31,1.067,0.0,60000,60000
720615708,Existing Customer,57,M,0,Uneducated,Married,Blue,45,6,2,2,2601.0,0,2601.0,0.814,1232,32,0.684,0.0,40000,40000
714511758,Existing Customer,45,M,4,Graduate,Single,Blue,40,4,3,0,6363.0,1029,5334.0,0.838,1542,16,1.286,0.162,80000,80000
715050408,Existing Customer,41,M,3,High School,Single,Blue,36,4,3,3,8029.0,1576,6453.0,0.826,1094,32,0.524,0.196,80000,80000
721132233,Existing Customer,42,F,4,Uneducated,Married,Blue,31,2,2,2,2410.0,1769,641.0,0.759,1217,30,1.143,0.734,0,40000
719211558,Attrited Customer,45,M,2,Graduate,Single,Blue,36,1,1,2,3401.0,0,3401.0,0.898,744,18,1.0,0.0,60000,60000
712069008,Existing Customer,42,F,4,Uneducated,Married,Blue,23,4,2,0,2260.0,1007,1253.0,0.84,1614,33,0.737,0.446,0,40000
715996983,Existing Customer,47,M,4,Uneducated,Divorced,Blue,30,5,2,2,17682.0,2481,15201.0,1.302,1747,31,1.214,0.14,80000,80000
798983508,Existing Customer,43,M,1,Graduate,Single,Silver,37,4,3,2,34516.0,1440,33076.0,1.117,1575,34,2.4,0.042,80000,80000
716451183,Existing Customer,54,F,1,Uneducated,Married,Blue,44,5,2,3,5556.0,1711,3845.0,1.434,1706,21,1.625,0.308,40000,40000
715085733,Existing Customer,61,M,0,Graduate,Married,Blue,52,3,1,2,2939.0,1999,940.0,2.145,2434,33,1.538,0.68,40000,40000
788977833,Existing Customer,61,M,0,Uneducated,Married,Blue,48,2,1,0,5362.0,1274,4088.0,1.015,1876,41,0.783,0.238,80000,80000
708421833,Existing Customer,45,F,4,Graduate,Single,Blue,36,6,3,2,3342.0,2517,825.0,0.771,1139,30,0.765,0.753,0,40000
715120608,Existing Customer,44,M,3,Graduate,Single,Blue,37,2,3,2,14546.0,1703,12843.0,0.955,1273,27,0.588,0.117,60000,60000
779078733,Existing Customer,55,M,2,Doctorate,Married,Blue,36,3,4,3,16427.0,1682,14745.0,0.631,1579,36,1.118,0.102,60000,60000
720250158,Existing Customer,45,M,2,College,Single,Blue,33,6,3,0,23218.0,1814,21404.0,1.178,1749,37,2.083,0.078,60000,60000
716458983,Existing Customer,60,M,0,High School,Married,Blue,36,5,1,3,3281.0,837,2444.0,1.859,1424,29,1.417,0.255,40000,40000
713747733,Existing Customer,55,M,2,High School,Married,Blue,47,5,3,2,3096.0,2217,879.0,0.799,2011,41,0.783,0.716,40000,40000
712270158,Existing Customer,62,F,0,High School,Married,Blue,52,5,2,3,2052.0,1250,802.0,0.728,1208,31,0.632,0.609,40000,40000
754897008,Existing Customer,46,M,3,High School,Single,Blue,39,2,3,2,9432.0,1418,8014.0,0.612,1319,26,0.368,0.15,40000,40000
712890408,Existing Customer,45,M,2,Uneducated,Married,Blue,36,5,3,2,2221.0,1343,878.0,0.869,1338,30,1.308,0.605,60000,60000
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,Blue,37,6,3,0,5731.0,1577,4154.0,0.657,1554,26,0.444,0.275,60000,60000
779749908,Existing Customer,48,M,4,College,Married,Gold,33,2,2,3,34516.0,2061,32455.0,0.722,1350,32,0.455,0.06,60000,60000
717401883,Existing Customer,35,M,3,Uneducated,Married,Blue,22,5,2,2,6985.0,1130,5855.0,0.963,1694,44,0.76,0.162,60000,60000
714576183,Existing Customer,47,M,4,Graduate,Single,Blue,36,6,3,2,21637.0,2030,19607.0,0.776,1222,23,0.438,0.094,80000,80000
711109908,Existing Customer,43,F,4,Uneducated,Married,Blue,36,2,1,1,9684.0,2475,7209.0,0.697,1400,31,2.1,0.256,0,40000
715203108,Existing Customer,63,M,2,High School,Married,Blue,36,2,2,2,5007.0,930,4077.0,0.885,1050,28,1.154,0.186,40000,40000
710027508,Existing Customer,61,M,0,Graduate,Married,Blue,54,3,2,0,1616.0,1047,569.0,0.984,1389,33,1.2,0.648,60000,60000
787464408,Existing Customer,53,M,2,Uneducated,Single,Blue,40,5,2,2,19116.0,0,19116.0,0.656,1184,29,0.611,0.0,60000,60000
783542133,Existing Customer,53,F,3,Graduate,Married,Blue,47,5,6,2,2759.0,2223,536.0,1.32,2093,42,1.0,0.806,0,40000
712701333,Existing Customer,53,M,3,High School,Married,Blue,43,5,3,2,5264.0,2169,3095.0,0.374,1219,27,0.5,0.412,60000,60000
709494483,Existing Customer,63,F,0,Unknown,Married,Blue,54,4,2,1,2420.0,1912,508.0,1.256,1730,36,0.565,0.79,0,40000
773373108,Existing Customer,49,F,4,High School,Married,Blue,43,4,2,0,2826.0,2070,756.0,0.541,1025,28,0.647,0.732,0,40000
715812258,Existing Customer,45,M,2,High School,Married,Blue,34,5,5,2,12518.0,1539,10979.0,0.645,1165,33,0.833,0.123,80000,80000
778286433,Existing Customer,67,M,0,Graduate,Married,Blue,56,4,2,1,5876.0,1297,4579.0,1.012,2133,55,0.719,0.221,40000,40000
789270033,Existing Customer,48,M,3,Graduate,Single,Silver,37,3,2,3,34516.0,0,34516.0,0.448,1122,13,0.182,0.0,80000,80000
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Blue,38,4,1,2,9648.0,1926,7722.0,0.549,1083,22,1.75,0.2,0,40000
720214833,Existing Customer,52,M,2,High School,Single,Silver,40,3,3,3,34516.0,2177,32339.0,1.32,1234,23,1.875,0.063,80000,80000
788194458,Existing Customer,34,M,3,High School,Married,Blue,26,4,3,3,3265.0,2517,748.0,0.952,1843,35,0.944,0.771,60000,60000
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Blue,36,3,3,2,2293.0,1823,470.0,0.617,1166,22,1.444,0.795,0,40000
710558058,Existing Customer,46,F,3,Unknown,Married,Blue,38,4,3,3,4317.0,2517,1800.0,0.944,1619,36,1.0,0.583,0,40000
770590758,Existing Customer,43,F,3,Graduate,Single,Blue,29,5,2,0,3378.0,1069,2309.0,0.581,1285,16,0.333,0.316,40000,40000
718490658,Existing Customer,50,F,1,Graduate,Single,Blue,36,4,1,3,5012.0,2242,2770.0,0.816,1142,28,1.0,0.447,0,40000
711985833,Existing Customer,38,F,4,Uneducated,Single,Blue,30,4,1,0,2569.0,1605,964.0,0.574,1190,46,0.643,0.625,0,40000
708967608,Existing Customer,53,F,1,Graduate,Single,Blue,45,3,1,2,3471.0,1785,1686.0,1.051,1052,24,0.714,0.514,0,40000
779249583,Existing Customer,56,F,1,Graduate,Married,Blue,38,4,3,3,2578.0,2462,116.0,1.707,1378,29,0.812,0.955,0,40000
709278258,Attrited Customer,54,M,2,Unknown,Married,Blue,44,4,3,2,2902.0,2517,385.0,0.821,996,26,0.444,0.867,40000,40000
778928283,Existing Customer,57,F,3,High School,Married,Blue,39,3,2,1,2742.0,2321,421.0,1.315,1389,32,0.6,0.846,0,40000
712299858,Existing Customer,62,M,1,High School,Married,Blue,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756,0,40000
799224108,Existing Customer,46,F,4,Graduate,Single,Blue,40,5,1,2,6265.0,1942,4323.0,1.027,1715,43,0.87,0.31,0,40000
809976033,Existing Customer,49,M,2,Uneducated,Married,Blue,44,6,3,0,7819.0,1560,6259.0,0.827,1582,25,0.786,0.2,60000,60000
716203308,Existing Customer,52,M,3,Graduate,Single,Blue,42,6,3,3,2731.0,1692,1039.0,0.62,1220,22,0.692,0.62,80000,80000
714871683,Attrited Customer,58,M,1,Uneducated,Married,Blue,36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373,40000,40000
716139933,Existing Customer,54,M,0,High School,Married,Blue,36,3,1,2,16286.0,1710,14576.0,1.223,2552,49,1.227,0.105,80000,80000
713086008,Existing Customer,58,F,3,High School,Married,Blue,47,6,1,0,2609.0,2439,170.0,1.269,1731,34,1.833,0.935,0,40000
713773458,Existing Customer,52,M,2,High School,Single,Blue,45,5,3,2,7567.0,1173,6394.0,0.541,1435,32,0.6,0.155,60000,60000
719242533,Existing Customer,41,M,5,High School,Married,Blue,33,5,3,3,22770.0,2517,20253.0,0.994,1882,38,0.652,0.111,60000,60000
772712658,Existing Customer,62,F,0,Uneducated,Married,Blue,50,5,1,2,3791.0,1648,2143.0,1.227,2058,34,0.789,0.435,0,40000
788868858,Existing Customer,54,M,2,Graduate,Married,Blue,39,4,4,2,2702.0,2517,185.0,1.019,1658,32,1.462,0.932,0,40000
811898133,Existing Customer,40,F,3,High School,Divorced,Blue,35,3,1,3,2555.0,2117,438.0,1.049,1334,32,0.6,0.829,0,40000
788808633,Existing Customer,43,M,3,Graduate,Married,Blue,26,5,3,2,2355.0,1090,1265.0,0.751,1441,29,0.812,0.463,80000,80000
779804208,Existing Customer,53,F,2,Graduate,Single,Blue,42,6,2,0,5332.0,0,5332.0,0.939,1371,39,1.167,0.0,40000,40000
781391058,Existing Customer,55,M,1,Uneducated,Single,Blue,49,6,3,2,1443.0,1375,68.0,0.683,1991,38,0.583,0.953,40000,40000
790134408,Existing Customer,46,M,4,Graduate,Single,Blue,39,6,2,3,10741.0,755,9986.0,1.166,1278,22,1.444,0.07,60000,60000
788853258,Existing Customer,41,M,1,Uneducated,Married,Blue,25,3,2,0,7984.0,1503,6481.0,0.797,1734,39,1.167,0.188,60000,60000
711857733,Existing Customer,49,M,3,Uneducated,Single,Blue,32,3,2,2,18584.0,2517,16067.0,0.703,1330,34,1.125,0.135,60000,60000
719554758,Existing Customer,46,M,2,Uneducated,Married,Blue,38,6,3,2,34516.0,2165,32351.0,0.837,1672,32,0.524,0.063,80000,80000
788830683,Existing Customer,40,M,2,Graduate,Single,Blue,24,5,1,0,2478.0,2031,447.0,1.284,1558,31,0.938,0.82,80000,80000
716568708,Existing Customer,47,F,2,Graduate,Married,Blue,36,6,3,2,2726.0,0,2726.0,0.844,1099,27,0.588,0.0,0,40000
717229158,Existing Customer,36,F,4,Graduate,Married,Blue,36,6,3,3,1628.0,969,659.0,0.999,1893,15,2.75,0.595,40000,40000
715915458,Existing Customer,47,F,2,Graduate,Married,Blue,34,5,2,2,3156.0,1644,1512.0,1.052,1151,31,1.385,0.521,0,40000
819129858,Existing Customer,46,F,2,Graduate,Single,Blue,41,5,3,0,4745.0,1270,3475.0,0.93,1519,31,0.938,0.268,0,40000
719091333,Existing Customer,52,M,0,Uneducated,Married,Blue,36,3,3,2,22720.0,793,21927.0,0.685,1102,27,0.286,0.035,60000,60000
708666258,Existing Customer,43,M,4,Unknown,Married,Blue,36,5,3,0,8129.0,1799,6330.0,0.566,1402,33,0.737,0.221,40000,40000
714914583,Existing Customer,40,F,4,Graduate,Single,Blue,27,6,2,3,3751.0,1521,2230.0,0.974,1060,30,1.308,0.405,0,40000
714363858,Existing Customer,54,F,4,High School,Married,Blue,36,3,5,3,1594.0,1411,183.0,0.817,1459,35,1.188,0.885,0,40000
721347408,Existing Customer,55,F,1,High School,Single,Blue,43,4,2,0,2569.0,1403,1166.0,0.886,1456,39,0.444,0.546,0,40000
772047183,Existing Customer,45,M,4,High School,Married,Blue,34,6,3,3,3104.0,1766,1338.0,0.828,1353,24,1.182,0.569,40000,40000
714217908,Existing Customer,49,M,3,Graduate,Married,Blue,41,5,3,2,2406.0,1560,846.0,0.751,1173,32,0.391,0.648,40000,40000
714819183,Existing Customer,63,M,1,Uneducated,Married,Blue,36,5,2,3,24571.0,1955,22616.0,1.174,1746,28,1.0,0.08,80000,80000
716455683,Existing Customer,40,F,3,High School,Single,Gold,36,3,2,3,15534.0,726,14808.0,0.556,1279,28,0.867,0.047,0,40000
710865633,Existing Customer,41,F,2,Graduate,Married,Silver,33,4,2,0,12301.0,2250,10051.0,0.484,1307,29,0.261,0.183,0,40000
752952108,Existing Customer,37,M,4,Graduate,Married,Blue,26,6,2,3,2846.0,1818,1028.0,0.711,1473,37,1.176,0.639,80000,80000
714982383,Existing Customer,55,M,2,High School,Married,Blue,36,4,3,3,7231.0,2381,4850.0,0.996,1421,23,1.3,0.329,60000,60000
813814008,Existing Customer,53,F,1,High School,Married,Blue,48,6,3,2,2324.0,1576,748.0,0.728,1272,37,1.312,0.678,0,40000
794545983,Existing Customer,57,M,2,Graduate,Married,Blue,40,3,2,3,12208.0,1980,10228.0,0.616,1409,34,0.619,0.162,80000,80000
715585158,Existing Customer,58,M,1,Graduate,Married,Blue,46,3,3,2,10021.0,1617,8404.0,0.578,1275,25,0.667,0.161,60000,60000
810449883,Existing Customer,64,M,0,Unknown,Married,Blue,56,6,1,0,2215.0,1915,300.0,0.794,1270,27,0.588,0.865,0,40000
789863208,Existing Customer,54,F,2,Graduate,Married,Blue,44,3,2,3,2027.0,1480,547.0,0.979,1702,37,0.947,0.73,0,40000
715022133,Existing Customer,53,M,2,Graduate,Married,Blue,47,6,2,2,6363.0,1162,5201.0,0.644,1256,26,1.0,0.183,60000,60000
712506708,Existing Customer,39,F,3,College,Single,Blue,25,6,1,2,3920.0,2008,1912.0,0.944,3178,53,0.656,0.512,0,40000
715699983,Existing Customer,56,M,3,High School,Married,Blue,36,5,1,3,9226.0,1233,7993.0,1.521,1626,29,1.636,0.134,60000,60000
818942433,Existing Customer,54,F,4,Unknown,Divorced,Blue,49,6,1,1,9376.0,1288,8088.0,0.597,1562,33,0.5,0.137,0,40000
712459233,Existing Customer,59,F,1,Post-Graduate,Married,Blue,46,5,3,3,1944.0,1346,598.0,1.052,1960,57,0.727,0.692,40000,40000
716545383,Existing Customer,42,M,3,Uneducated,Single,Blue,36,3,1,0,9599.0,1554,8045.0,1.087,1154,38,1.235,0.162,40000,40000
721144383,Existing Customer,42,M,4,Graduate,Married,Silver,28,5,1,2,28202.0,843,27359.0,0.637,1629,38,0.727,0.03,60000,60000
798473808,Existing Customer,48,M,3,College,Married,Blue,42,3,3,0,7477.0,0,7477.0,0.511,1159,32,0.684,0.0,80000,80000
708813033,Existing Customer,47,M,1,Graduate,Single,Blue,36,5,3,0,6509.0,2033,4476.0,0.83,1409,37,0.37,0.312,40000,40000
714639783,Attrited Customer,42,M,3,College,Married,Blue,34,3,3,3,13450.0,0,13450.0,0.742,1000,18,0.059,0.0,60000,60000
717292758,Existing Customer,55,F,2,Graduate,Single,Blue,47,5,3,2,6347.0,0,6347.0,0.466,1161,44,0.375,0.0,0,40000
779241783,Existing Customer,67,M,1,Uneducated,Married,Blue,49,4,3,2,3106.0,1675,1431.0,0.781,1512,38,0.407,0.539,40000,40000
715205358,Existing Customer,39,M,1,Graduate,Married,Blue,31,4,1,1,2536.0,913,1623.0,1.059,1750,35,1.333,0.36,60000,60000
778871508,Existing Customer,54,M,3,Post-Graduate,Single,Blue,35,6,3,0,13048.0,1954,11094.0,1.139,1170,24,0.846,0.15,60000,60000
779462433,Existing Customer,55,F,2,Unknown,Married,Blue,37,3,3,1,2453.0,968,1485.0,1.081,2218,50,0.613,0.395,0,40000
710147958,Existing Customer,47,M,3,High School,Married,Silver,36,3,2,2,16138.0,1249,14889.0,1.01,1198,33,0.833,0.077,40000,40000
709864833,Existing Customer,49,M,2,Post-Graduate,Married,Blue,38,3,2,0,8077.0,1965,6112.0,0.637,1329,26,0.444,0.243,60000,60000
778868958,Attrited Customer,42,F,2,Graduate,Married,Blue,23,3,3,3,1929.0,1673,256.0,0.835,857,36,1.118,0.867,0,40000
717276708,Existing Customer,57,M,2,Unknown,Single,Blue,36,3,3,2,3127.0,2517,610.0,0.589,1470,30,1.143,0.805,80000,80000
710004933,Existing Customer,44,M,5,Uneducated,Married,Blue,36,3,3,2,8645.0,1454,7191.0,0.708,1435,25,1.778,0.168,60000,60000
753606108,Existing Customer,56,M,3,Unknown,Single,Blue,49,3,1,3,1438.3,0,1438.3,0.503,1093,22,0.833,0.0,60000,60000
710940183,Attrited Customer,49,F,3,Graduate,Married,Blue,38,6,3,2,2185.0,0,2185.0,0.727,715,20,0.818,0.0,0,40000
718927533,Existing Customer,45,M,3,Graduate,Single,Blue,32,5,2,2,24487.0,2517,21970.0,0.912,1512,42,0.909,0.103,80000,80000
719337408,Existing Customer,63,M,0,High School,Married,Blue,36,6,2,3,2567.0,0,2567.0,1.636,2399,43,0.955,0.0,60000,60000
772308408,Existing Customer,44,M,3,Graduate,Single,Blue,33,6,3,3,4131.0,785,3346.0,0.543,906,22,1.2,0.19,80000,80000
712981383,Existing Customer,44,F,4,College,Married,Silver,37,3,2,2,10790.0,1930,8860.0,0.75,1052,16,1.286,0.179,0,40000
790099758,Existing Customer,40,M,3,High School,Married,Blue,33,4,3,3,6884.0,1001,5883.0,0.786,975,11,0.833,0.145,40000,40000
709547658,Attrited Customer,39,M,2,Uneducated,Single,Blue,36,5,3,3,13961.0,1299,12662.0,0.842,783,20,0.667,0.093,60000,60000
778770783,Existing Customer,42,M,4,High School,Married,Blue,30,6,1,0,29801.0,1916,27885.0,0.781,990,21,0.909,0.064,80000,80000
712159083,Attrited Customer,58,F,4,Unknown,Married,Blue,46,2,3,3,2536.0,0,2536.0,0.917,901,35,0.522,0.0,0,40000
713639958,Existing Customer,46,F,4,Graduate,Divorced,Blue,36,5,3,1,9478.0,820,8658.0,0.64,1327,41,0.864,0.087,0,40000
771180033,Existing Customer,47,F,4,Unknown,Divorced,Blue,34,6,1,2,3502.0,1851,1651.0,2.023,1814,31,0.722,0.529,40000,40000
711089733,Existing Customer,50,F,2,College,Divorced,Blue,36,3,3,0,1491.0,0,1491.0,0.876,1058,34,0.889,0.0,0,40000
716988633,Existing Customer,55,M,0,High School,Divorced,Blue,46,6,1,2,9734.0,0,9734.0,0.785,1476,38,0.9,0.0,60000,60000
779031033,Existing Customer,46,F,2,Graduate,Married,Blue,22,6,1,3,2305.0,1627,678.0,0.747,1230,36,0.565,0.706,40000,40000
716302383,Existing Customer,47,F,4,Uneducated,Married,Blue,36,3,1,3,14241.0,2081,12160.0,0.909,1581,44,0.833,0.146,40000,40000
718281408,Existing Customer,36,F,2,Unknown,Married,Blue,25,3,1,2,4789.0,1257,3532.0,1.134,1534,29,0.933,0.262,40000,40000
721333233,Existing Customer,40,M,4,Doctorate,Divorced,Blue,34,4,2,3,23138.0,1727,21411.0,0.693,1612,39,1.438,0.075,60000,60000
794496033,Existing Customer,57,M,2,Unknown,Single,Blue,38,6,1,3,23008.0,2280,20728.0,0.674,1302,36,0.636,0.099,80000,80000
710519433,Existing Customer,48,M,1,Unknown,Divorced,Blue,36,3,1,0,3131.0,2517,614.0,0.602,1439,40,0.481,0.804,80000,80000
814995933,Existing Customer,58,F,3,Graduate,Married,Blue,53,5,3,2,5798.0,1794,4004.0,0.564,1724,45,0.452,0.309,0,40000
721469433,Existing Customer,48,M,3,Graduate,Single,Blue,36,5,2,3,6880.0,1390,5490.0,1.205,1784,35,0.944,0.202,40000,40000
717198633,Existing Customer,53,F,2,College,Married,Blue,34,6,2,1,2075.0,1469,606.0,1.322,2556,49,1.13,0.708,40000,40000
767695083,Existing Customer,50,M,2,Graduate,Married,Blue,44,3,3,0,4589.0,0,4589.0,0.845,1590,37,0.37,0.0,80000,80000
711791583,Attrited Customer,52,F,1,Graduate,Single,Blue,40,1,2,2,2317.0,0,2317.0,1.005,884,19,0.727,0.0,0,40000
710038008,Existing Customer,56,F,1,Graduate,Single,Blue,47,3,2,1,6038.0,0,6038.0,0.741,1447,30,0.875,0.0,40000,40000
789129033,Existing Customer,44,M,5,Unknown,Single,Blue,32,5,3,2,14910.0,877,14033.0,0.772,1150,26,0.625,0.059,80000,80000
718349058,Existing Customer,49,M,3,High School,Married,Blue,39,3,3,2,29659.0,1143,28516.0,0.512,1193,21,0.615,0.039,80000,80000
789842283,Attrited Customer,54,M,2,Graduate,Married,Blue,42,3,3,2,4320.0,0,4320.0,0.967,706,21,0.5,0.0,60000,60000
714513033,Existing Customer,39,F,1,Unknown,Single,Blue,36,6,1,3,11213.0,0,11213.0,0.563,1257,23,0.643,0.0,40000,40000
719418933,Attrited Customer,53,M,2,Uneducated,Married,Blue,36,1,3,3,4503.0,0,4503.0,0.659,748,20,0.429,0.0,80000,80000
720115683,Existing Customer,47,M,3,Uneducated,Married,Blue,36,6,2,2,29770.0,1565,28205.0,0.674,1774,42,2.0,0.053,80000,80000
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Blue,28,5,1,1,5014.0,1910,3104.0,0.863,1209,25,1.5,0.381,0,40000
795979833,Existing Customer,53,F,1,High School,Married,Blue,47,6,1,2,3445.0,1074,2371.0,0.67,1074,31,0.632,0.312,0,40000
717392358,Existing Customer,60,M,1,Graduate,Married,Blue,50,6,2,2,23412.0,1078,22334.0,0.79,1786,50,0.786,0.046,80000,80000
718640508,Existing Customer,59,F,0,Graduate,Single,Blue,46,4,1,2,3044.0,1611,1433.0,0.74,1456,36,0.714,0.529,0,40000
803366358,Existing Customer,38,M,1,Unknown,Single,Blue,29,5,2,1,14596.0,2192,12404.0,0.898,1300,25,1.083,0.15,60000,60000
709230708,Existing Customer,56,M,4,Uneducated,Single,Blue,36,3,2,2,3864.0,1654,2210.0,0.491,1470,42,0.235,0.428,0,40000
801383808,Existing Customer,50,M,3,Graduate,Single,Blue,44,4,2,3,23090.0,839,22251.0,1.326,1198,24,1.0,0.036,60000,60000
708217758,Existing Customer,63,M,2,Graduate,Married,Blue,49,5,2,3,14035.0,2061,11974.0,2.271,1606,30,1.5,0.147,60000,60000
714272658,Attrited Customer,43,F,2,Uneducated,Single,Blue,24,2,3,2,2962.0,2517,445.0,1.046,929,31,0.409,0.85,0,40000
717469158,Existing Customer,46,M,2,Unknown,Married,Blue,30,6,3,0,18578.0,1385,17193.0,0.565,1606,54,0.421,0.075,80000,80000
711864783,Existing Customer,61,M,1,Uneducated,Single,Blue,46,5,3,2,2201.0,1138,1063.0,0.675,1199,32,0.6,0.517,60000,60000
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Blue,25,4,3,2,2061.0,1483,578.0,1.362,2400,60,0.622,0.72,0,40000
709122483,Existing Customer,56,M,3,Graduate,Married,Blue,37,3,3,0,2783.0,1526,1257.0,0.942,1909,54,0.688,0.548,60000,60000
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Blue,47,3,3,2,2972.0,0,2972.0,1.035,922,25,0.562,0.0,0,40000
717860358,Existing Customer,40,F,3,High School,Single,Blue,36,5,3,2,5124.0,2235,2889.0,0.542,1158,42,0.355,0.436,40000,40000
789337233,Existing Customer,63,M,1,Graduate,Married,Blue,53,6,6,2,2880.0,2362,518.0,0.89,1323,26,0.444,0.82,40000,40000
720902133,Existing Customer,58,M,1,High School,Single,Blue,46,4,1,0,5579.0,0,5579.0,0.481,1025,35,0.667,0.0,40000,40000
721043058,Existing Customer,58,M,4,Unknown,Married,Blue,44,5,1,3,12010.0,2149,9861.0,0.801,1700,35,1.5,0.179,60000,60000
711870333,Existing Customer,46,M,2,Uneducated,Divorced,Blue,36,6,3,3,34516.0,1597,32919.0,0.858,1628,51,1.217,0.046,80000,80000
708398283,Existing Customer,37,F,1,Graduate,Married,Blue,29,5,2,2,4394.0,885,3509.0,1.04,1377,32,0.684,0.201,40000,40000
715878183,Existing Customer,46,M,4,Graduate,Single,Blue,35,4,3,3,18325.0,723,17602.0,0.815,1517,33,0.65,0.039,80000,80000
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Blue,37,5,3,2,3773.0,1972,1801.0,0.783,1528,25,1.083,0.523,0,40000
